Overall score	Negative	Neutral	Positive
0.128	0.0	0.824	0.176
0.0	0.0	1.0	0.0
-0.8074	0.646	0.354	0.0
0.0	0.0	1.0	0.0
-0.6408	0.22	0.78	0.0
-0.7739	0.359	0.641	0.0
0.0	0.0	1.0	0.0
0.0	0.0	1.0	0.0
-0.0772	0.071	0.929	0.0
-0.8388	0.347	0.653	0.0
0.0	0.0	1.0	0.0
0.0	0.0	1.0	0.0
-0.6907	0.375	0.474	0.15
-0.4404	0.592	0.408	0.0
-0.2732	0.208	0.792	0.0
-0.5859	0.388	0.612	0.0
0.0	0.0	1.0	0.0
0.0	0.0	1.0	0.0
-0.6369	0.208	0.792	0.0
-0.2808	0.224	0.65	0.125
-0.7525	0.26	0.678	0.062
0.0	0.0	1.0	0.0
-0.5802	0.266	0.607	0.127
0.4019	0.0	0.526	0.474
-0.4939	0.39	0.61	0.0
0.0	0.0	1.0	0.0
0.0	0.0	1.0	0.0
0.1363	0.128	0.729	0.144
-0.8271	0.658	0.342	0.0
-0.0772	0.09	0.839	0.071
0.4019	0.0	0.426	0.574
0.0	0.0	1.0	0.0
-0.2023	0.298	0.481	0.221
0.5904	0.0	0.796	0.204
-0.0516	0.166	0.677	0.156
0.0	0.0	1.0	0.0
0.0	0.0	1.0	0.0
0.0	0.0	1.0	0.0
0.0	0.0	1.0	0.0
0.4309	0.0	0.76	0.24
0.6249	0.0	0.549	0.451
-0.4767	0.205	0.795	0.0
-0.8543	0.197	0.803	0.0
-0.4404	0.132	0.868	0.0
0.6037	0.0	0.792	0.208
-0.7034	0.327	0.673	0.0
-0.0688	0.198	0.62	0.182
-0.6249	0.451	0.549	0.0
-0.4215	0.189	0.811	0.0
0.0	0.0	1.0	0.0
0.0	0.0	1.0	0.0
-0.5719	0.425	0.575	0.0
0.0	0.0	1.0	0.0
0.2481	0.1	0.772	0.128
-0.5622	0.206	0.794	0.0
-0.4939	0.314	0.686	0.0
0.8613	0.0	0.617	0.383
